content_id,url,title,content_type,current_category,proposed_domain,target_agency,jurisdiction,authority_status,audit_status,risk_level,verified_at,official_source_link_count,inbound_links,text_len,reason,recommended_action,priority
audit-cases:payment-no-deduction-penalty,/audit-cases/payment-no-deduction-penalty,지체상금 미공제 대금 지급 — 감사 지적 사례와 실무 대응 방법,audit-cases,,03_보수수당,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,10,2405,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:payment-without-completion,/audit-cases/payment-without-completion,준공 미완료 대금 전액 지급 — 감사 지적 사례와 실무 대응 방법,audit-cases,,03_보수수당,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,1,2575,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:penalty-reduction-unauthorized,/audit-cases/penalty-reduction-unauthorized,지연배상금 임의 면제(권한 없는 감면) 사건 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,1,4905,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:performance-bonus-score-manipulation,/audit-cases/performance-bonus-score-manipulation,성과상여금 S등급 부적정 배정 — 평가 점수 상향 조작 — 감사 지적 사례와 실무 대응 방법,audit-cases,,03_보수수당,UNSPECIFIED,BOTH,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,1,2940,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 적용 대상(기관유형) 명시,P0
audit-cases:performance-guarantee-waiver-loss,/audit-cases/performance-guarantee-waiver-loss,이행보증금 면제 요건 미충족 업체에 무단 면제 후 재정 손실 사건 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,21,4421,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:price-escalation-below-threshold,/audit-cases/price-escalation-below-threshold,물가변동 조정 요건 미충족 조정 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,5,2460,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:private-contract-no-quote,/audit-cases/private-contract-no-quote,2인 견적 미징구 수의계약 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,1,2620,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:private-contract-no-reason,/audit-cases/private-contract-no-reason,수의계약 사유서 미작성 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,LOCAL_GOVERNMENT,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,29,2451,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:private-contract-over-limit,/audit-cases/private-contract-over-limit,수의계약 한도액 초과 계약 체결 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,1,2747,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:private-contract-price-no-negotiation,/audit-cases/private-contract-price-no-negotiation,수의시담(가격 협상) 미실시 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,1,2387,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:private-contract-purpose-mismatch,/audit-cases/private-contract-purpose-mismatch,수의계약 사유와 실제 계약 내용 불일치 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,5,2603,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:private-contract-same-vendor,/audit-cases/private-contract-same-vendor,특정 업체 반복 수의계약 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,1,2604,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:private-contract-split,/audit-cases/private-contract-split,수의계약 분할 발주 (계약 쪼개기) — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,1,2753,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:private-contract-split-over-limit,/audit-cases/private-contract-split-over-limit,수의계약 한도 회피를 위한 계약 분할 체결 사건 (계약 쪼개기) — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,1,4601,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:progress-payment-over-claimed,/audit-cases/progress-payment-over-claimed,기성금 과다 청구 미확인 — 감사 지적 사례와 실무 대응 방법,audit-cases,,03_보수수당,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,19,2347,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:property-disposal-no-appraisal,/audit-cases/property-disposal-no-appraisal,공유재산 처분 시 감정평가 미실시 — 감사 지적 사례와 실무 대응 방법,audit-cases,,06_재산물품,UNSPECIFIED,UNSPECIFIED,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-29,0,1,2557,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:public-procurement-mandatory-bid-bypassed,/audit-cases/public-procurement-mandatory-bid-bypassed,경쟁입찰 의무 대상 사업 수의계약 처리 및 예산 낭비 사건 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,1,4236,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:qualification-failure-wrong-award,/audit-cases/qualification-failure-wrong-award,적격심사 탈락 업체에 낙찰 통보 및 계약 체결 사건 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,1,4403,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:reserve-fund-violation,/audit-cases/reserve-fund-violation,예비비 사용 요건 위반으로 재정운영 부적정 — 감사 지적 사례와 실무 대응 방법,audit-cases,,04_예산회계,UNSPECIFIED,LOCAL,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,1,3502,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:retirement-allowance-service-period-error,/audit-cases/retirement-allowance-service-period-error,공무원 퇴직수당 산정 시 재직기간 오산정 — 병역 기간 중복 산입으로 과다 지급 — 감사 지적 사례와 실무 대응,audit-cases,,03_보수수당,UNSPECIFIED,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,2,3032,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:revenue-collection-delay,/audit-cases/revenue-collection-delay,세입징수 지연 (체납 방치) — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-29,0,0,2670,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨 ; R-S1 내부링크 인바운드 0 (고아 페이지),"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정 ; 허브(토픽/카테고리)에서 링크 연결",P0
audit-cases:safety-violation-construction,/audit-cases/safety-violation-construction,공사현장 안전관리 미흡 — 감사 지적 사례와 실무 대응 방법,audit-cases,,13_시설안전,UNSPECIFIED,UNSPECIFIED,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-29,0,18,2345,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:school-budget-without-committee-review,/audit-cases/school-budget-without-committee-review,학교운영위원회 심의 없이 학교회계 예산 확정 — 초중등교육법 위반 — 감사 지적 사례와 실무 대응 방법,audit-cases,,04_예산회계,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,1,3480,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:secondment-return-delay,/audit-cases/secondment-return-delay,파견 기간 종료 후 원소속 복귀 지연 — 파견 연장 규정 미준수 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,UNSPECIFIED,BOTH,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-29,0,1,2829,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정 ; 적용 대상(기관유형) 명시",P0
audit-cases:sen-2024-school-s-academic-eval-violation,/audit-cases/sen-2024-school-s-academic-eval-violation,학업성적관리지침 이행 부적정 — 정기고사 평가계획 심의·채점 누락 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,5143,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:sen-2024-school-s-construction-contract-violation,/audit-cases/sen-2024-school-s-construction-contract-violation,시설공사 계약방법 및 도급자 선정 부적정 — G2B 미사용·면허 부적정 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,NATIONAL,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,2271,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:sen-2024-school-s-school-record-correction,/audit-cases/sen-2024-school-s-school-record-correction,학교생활기록부 정정대장 증빙자료 관리 부적정 — 184건 증빙 미보관 — 감사 지적 사례와 실무 대응 방법,audit-cases,,10_개인정보기록물,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,4535,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:sen-2024-school-s-temp-building-unauthorized,/audit-cases/sen-2024-school-s-temp-building-unauthorized,건축행정 절차 이행 부적정 — 가설건축물 14개 동 무신고 사용 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,4904,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:sen-2025-foundation-y-audit-omission,/audit-cases/sen-2025-foundation-y-audit-omission,학교법인 감사 미실시 — 회계관계직원 6차례 변경에도 연 1회 감사 미실시 — 감사 지적 사례와 실무 대응 방법,audit-cases,,11_감사청렴,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,1840,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:sen-2025-school-c-development-fund-misuse,/audit-cases/sen-2025-school-c-development-fund-misuse,학교발전기금 집행 부적정 — AI 선도학교 기부금 5천만 중 210만 업무추진비 전용 — 감사 지적 사례와 실무,audit-cases,,04_예산회계,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,3,2197,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:sen-2025-school-c-electrical-separate-order,/audit-cases/sen-2025-school-c-electrical-separate-order,전기공사 분리발주 소홀 — 도서관 환경개선 건축공사에 전기공사 통합 발주 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,1,2031,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:sen-2025-school-c-facility-design-document,/audit-cases/sen-2025-school-c-facility-design-document,시설공사 설계도서 작성 및 계약업무 집행 소홀 — 4건 무설계도서·견적서 '1식' 기재 — 감사 지적 사례와,audit-cases,,13_시설안전,EDUCATION_OFFICE|PUBLIC_SCHOOL,NATIONAL,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,58,2301,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
